,맥주정보,검색이름,맥주이름
0,"SVD(3,986)
🇳🇱Netherlands
1.8July 13, 2020
Country Tick #113, Little can at home, Golden beer, small head. Aroma is funky, sewage, sweaty feet, some malt. Taste is malt, oxidated, some metal, yuck,
Aroma
1
Appearance
3
Flavor
3
Mouthfeel
3
Overall
8",Celtia,Celtia
1,"wilde_joost59(1,187)
🇳🇱Amsterdam, Netherlands
3.5April 4, 2020
Het schoot mij ineens te binnen! Excursie door Tunesië in 1978 van de lerarenopleiding. Veel gedronken! Een gewoon pils, maar volgens mij niks mis mee.
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
5
Overall
15",Celtia,Celtia
2,"mzaar(5,673)
🇸🇪Varberg, Sweden
1.7February 7, 2020
Burk (tack NordicV). KLar ljusgul med ett vitt skum. Dofter och smaker av malt, majs och säd. Torr avslutning.
CAN
Aroma
3
Appearance
4
Flavor
2
Mouthfeel
2
Overall
6",Celtia,Celtia
3,"NordicV(3,846)
🇸🇪Malmö, Sweden, Sweden
1.5December 23, 2019
25 cl burk. Ljusare gul öl med vitt skum. Maltsötma, majssötma, säd och inte så mycket mer. Tunn och för söt.
CAN
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
2
Overall
5",Celtia,Celtia
4,"swapp(602)
🇱🇹Kaunas, Lithuania
1.9November 24, 2019
330 ml can. Clear yellow color with minimal white head. Smells some barley. Taste are water with barley with minimal notes of grass. Allmost no aftertase. Dust barley.
Aroma
3
Appearance
3
Flavor
4
Mouthfeel
2
Overall
7",Celtia,Celtia
5,"franclh(3,580)
🇳🇱Netherlands
2.6October 19, 2019
Van tap in Port El Kantaoui. Maltig, zoet, beetje kleffig, grainy. (11-10-2019).
TAP
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
3
Overall
11",Celtia,Celtia
6,"dnstone(5,594)
🇩🇪Saarland, Germany
2.7July 20, 2019
Pours a clear golden color with white head. Standard lightly sweet light lager aroma and taste.…
Show more
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
2
Overall
14",Celtia,Celtia
7,"vladeath(1,853)
🇷🇺Russia
2.3June 4, 2019
Color Straw yellow
The aroma is not strong, hop just a little bit malt.…
Show more
TAP
Aroma
5
Appearance
2
Flavor
4
Mouthfeel
2
Overall
10",Celtia,Celtia
8,"Franckg(3,321)
🇨🇦Trois-Rivieres, Canada
2.1May 4, 2019
Bouteille. Robe jaune-dorée claire avec un mince col de mousse. Arômes de malt très céréalier, levures basses, gazon, zeste de pamplemousse séché. En bouche, c'est le…
Show more
Aroma
3
Appearance
3
Flavor
4
Mouthfeel
3
Overall
8",Celtia,Celtia
9,"YantarCoast(3,141)
🇷🇺Moscow, Russia
2.6December 28, 2018
250ml bottle from Paris Saint Biere in Paris. Pours clear gold with a small white head. Aroma is grain, herbs and skunk. Taste is sweetish, grain, skunky, a bit metallic, light bitter.…
Show more
BOTTLE
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
3
Overall
11",Celtia,Celtia
10,"Goldbarren(3,666)
🇦🇹Vienna, Austria
2.6October 17, 2018
Herzlichen Dank an meinen Kumpel ""Moretum"" der mir dieses Bier aus seinem Urlaub mitgebracht hat.…
Show more
Aroma
4
Appearance
3
Flavor
6
Mouthfeel
3
Overall
10
1",Celtia,Celtia
11,"arkadyl(1)
2.0September 27, 2018
Lager, bit sweet, yellow in colour, not the best but drinkable. Available in all places serving alcohol in Tunisia.
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-
1",Celtia,Celtia
12,"BeerLiquids29(1)
4.0September 24, 2018
Bottle, chilled. Great lager for a North African country. Malty, bready, Caramel finish. Not too bitter or sweet. Definitely better than Heineken or Lowenbraw. Comparable to Stella
Aroma
9
Appearance
5
Flavor
7
Mouthfeel
3
Overall
16",Celtia,Celtia
13,"Juks(4,446)
🇪🇪Tallinn, Estonia
1.2August 31, 2018
320ml can. Pours clear golden colour, small white head. Aroma is tart, grainy, diesel. Taste is tart, grainy, malty, plastic. Light body, oily mouthfeel, below average…
Show more
Aroma
2
Appearance
2
Flavor
3
Mouthfeel
2
Overall
3",Celtia,Celtia
14,"martjoobolut(9,619)
🇪🇪Tallinn, Estonia
1.1August 31, 2018
Can (thanks juks). Pours yellow. Aroma is grainy, farty, cardboardy. Flavor is sweet and bitter, grains, malt, watery. Overall: bad.
Aroma
2
Appearance
2
Flavor
2
Mouthfeel
1
Overall
4",Celtia,Celtia
0,"Marduk(14,159)
🇪🇪Reval, Estonia
1.5August 31, 2018
320ml can (thanks Juks). Pale yellow color. Small size, white head, stays. Farts, malty, shit in aroma. Sweet, sourish, malty, papery, sugary in taste. Nope.
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
1
Overall
6",Celtia,Celtia
1,"CiderMaestro26(1)
0.5August 21, 2018
Schmeckt wie das letzte billig Bier wo man Sand reingekippt hat, nach 3 weiteren Bier lässt sich ein so unangenehm bitterer Geschmack feststellen, der daran ähnelt als würde…
Show more
Aroma
1
Appearance
1
Flavor
1
Mouthfeel
1
Overall
1",Celtia,Celtia
2,"martpez(620)
🇬🇧Norwich, England
2.5April 21, 2018
Gently floral almost lychee taste. With a very gold lager. Diffrent and refreshing
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
2
Overall
9",Celtia,Celtia
3,"1974(22)
2.1December 30, 2017
Prilično rijetko tuniško pivo,  bez pretjeranih okusa i mirisa,  sa slabašnom pjenom.  Al popilo se…
Aroma
4
Appearance
2
Flavor
4
Mouthfeel
2
Overall
9",Celtia,Celtia
4,"caketm(3,306)
🇵🇱Czestochowa, Poland
1.6August 31, 2019
Piwo pite w nieludzkich ilościach, jako przepitka do tunezyjskiej wódki. Wspomnień brak :)…
Show more
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
2
Overall
6",Celtia,Celtia
