,맥주정보,검색이름,맥주이름
0,"Max93600(173)
🇫🇷Mérignac, France
2.5August 23, 2020
Une petite bière surprenante avec un goût appréciable. Une bien belle découverte.
TAP
@ Millennium da Pippo
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Dreher,Dreher Classic
1,"ResinousMaestro55(152)
🇬🇧Hampton, England
1.9January 4, 2021
Pours clear & clean gold. Relatively light flavours but a little on the gassy side for me.
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Dreher,Dreher Classic
2,"dkemeny(3)
3.1October 20, 2019
Kellemes izé van, a bolti kategóriából egy kedvenc. Sokkal életképesebb, mint hidegkomlós társa.
CAN
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Dreher,Dreher Classic
3,"Rhombic(366)
🇪🇸Elx, Spain
2.4September 5, 2019
Draught. Pours pale golden, crystal clear, with a thick white head that is mostly lasting. The nose is closer to that of a macrolager, grainy crisp, but including more interesting…
Show more
TAP
Aroma
4
Appearance
3
Flavor
5
Mouthfeel
3
Overall
9",Dreher,Dreher Classic
4,"benthebeerrater(3)
3.0August 26, 2019
If I could rate presentation then it would have a 5/5 with it having come in a massive 3L 'pour it yourself tap'. The beer has a very light taste and can easily be drunk fast due to…
Show more
TAP
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-
1",Dreher,Dreher Classic
5,"CiderChamp44(352)
🇭🇺Kaposvár, Hungary
1.8August 17, 2019
This recipe contained maize grits, therefore it had a characteristic mixture. In the first sips hops showed up, but it's not that significant.…
Show more
CAN
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
2
Overall
7
1",Dreher,Dreher Classic
6,"djoeye(10,401)
🇳🇴Tromsø, Norway
2.9June 8, 2019
Aroma; citrus, pale malts, lemongrass, yellow apple notes, grain. Look; offwhite head on clear straw golden body.  Taste; lemongrass, citric sweet fruit, pale malt, citric grain, and…
Show more
CAN
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
3
Overall
12",Dreher,Dreher Classic
7,"Goldbarren(3,667)
🇦🇹Vienna, Austria
2.5April 4, 2019
Dieses Bier ist zwar nach dem Schwechater Braumeister Anton Dreher benannt, der als Vater des modernen hellen Biers gilt, kommt aber aus Ungarn und ist dort fast überall z…
Show more
CAN
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
3
Overall
10",Dreher,Dreher Classic
8,"budedou(1,529)
🇫🇷Montargis, France
2.8March 13, 2019
It is a simple hungrian lager. It has a citrus taste beginning and a grass taste finishing. It's better than Arany Ászok. Therefore I prefered it everytime in Budapest.
Aroma
4
Appearance
2
Flavor
6
Mouthfeel
3
Overall
13
1",Dreher,Dreher Classic
9,"Inoven(2,316)
🇳🇱Oirschot, Netherlands
3.5November 19, 2018
Fles gekregen van Tomhendriksen. Goudgeel helder bier met mooie stevige schuimkraag. Geur is moutig en de smaak is lekker fris en iets fruitig.
Aroma
6
Appearance
4
Flavor
8
Mouthfeel
4
Overall
13",Dreher,Dreher Classic
10,"BarleyMaestro27(4)
🇭🇺Budapest, Hungary
2.6November 12, 2018
A plain simple, not so tasty pilsner. Slightly better drinking beer than Arany Ászok. It's something you'll find at every single Hungarian festival.
Aroma
5
Appearance
4
Flavor
5
Mouthfeel
3
Overall
9
1",Dreher,Dreher Classic
