,맥주정보,검색이름,맥주이름
0,"Ratman197(20,574)
🇺🇸Denver, United States
3.4July 25, 2018
Can poured a clear orange amber with a small lingering amber head. Aromas of caramel, earthiness, light fruitiness and a hint of floral notes. Palate was light bodied and crisp…
Show more
Aroma
6
Appearance
4
Flavor
6
Mouthfeel
5
Overall
13",GULL,Gull Dam IPA
1,"Atom(3,013)
🇺🇸Minneapolis, United States
3.5December 20, 2016
On tap at red cow pours a clear golden orange With S medium white head. Mild diesel resinous hop pine aroma. Lightly resinous pine and caramel malt, medium thick palate…
Show more
Aroma
6
Appearance
3
Flavor
7
Mouthfeel
3
Overall
16",GULL,Gull Dam IPA
2,"BVery(13,623)
🇺🇸Plymouth, United States
1.4September 11, 2016
Tap at Gull Dam. This is amateur crap and has no business being poured for dollars. Wet cardboard. Stale. Bitter without purpose. Plastic. For fucks sake.
Aroma
3
Appearance
3
Flavor
2
Mouthfeel
2
Overall
4",GULL,Gull Dam IPA
3,"Skyview(6,224)
🇺🇸Papoose Jct, United States
2.7September 5, 2016
Second stop during Minnesota Paul Bunyan loop tour. Sampled on draught at the brewery taproom in Nisswa, Minnesota. Pours a clear golden amber colored brew with…
Show more
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
11",GULL,Gull Dam IPA
4,"islay(3,622)
🇺🇸Minneapolis, United States
2.1February 7, 2016
Small (1 or 2 oz.) pour, on tap at Beer Dabbler Winter Carnival. Consumed on 2-6-16. Pours a clear, dark bronze to amber with beige head. Weak, floral, mint chewing gum…
Show more
Aroma
4
Appearance
3
Flavor
3
Mouthfeel
3
Overall
8",GULL,Gull Dam IPA
5,"deyholla(17,260)
🇺🇸Minneapolis, United States
3.2March 4, 2015
Sampled from the tap at Winterfest 2015. Pours a clear deep amber with a slight orange hue and a tan head that dissipates slowly to the edges. Aroma has lots of grass backed by pine…
Show more
Aroma
7
Appearance
3
Flavor
6
Mouthfeel
3
Overall
13",GULL,Gull Dam IPA
6,"mlapnor(3)
🇺🇸Brainerd, United States
1.2October 16, 2014
Was told that they didn’t make an IPA when ordered, said it was a pale ale.
Aroma
2
Appearance
3
Flavor
2
Mouthfeel
2
Overall
3",GULL,Gull Dam IPA
