,맥주정보,검색이름,맥주이름
0,"abemorsten(3,797)
🇳🇴Mosterøy, Norway
3.0December 30, 2019
0,5 l flaske. Gave fra Gudrun. Klar dyp kobbergyllen kropp med fingertykt fluffy beige skum. Stram kald peislukt dominerer i nesa. Søt og noe vassen i munnen med…
Show more
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
12",Krenkerup,Krenkerup Rauch Bier
1,"kappldav123(7,745)
🇩🇪Nordhausen, Germany
3.2August 27, 2018
Huge thanks to Erzengel for sharing! Looks good in the glass, zippy, nice head. Fine smoky aroma. Starts malty, smoky, some notes of bacon. Finish milder, less smoky. Not bad.
Aroma
7
Appearance
3
Flavor
6
Mouthfeel
3
Overall
13",Krenkerup,Krenkerup Rauch Bier
2,"Beerhunter111(32,693)
🇩🇪Beerland, Germany
3.3June 8, 2018
Many thanks to Erzengel for sharing! A slightly hazy amber beer with a huge most good lastin white head. aroma of burning wood, oak, reddish malt. Taste of smoked reddish…
Show more
Aroma
6
Appearance
4
Flavor
6
Mouthfeel
3
Overall
14",Krenkerup,Krenkerup Rauch Bier
3,"Erzengel(12,957)
🇩🇪Saarland, Germany
3.3June 2, 2018
500ml bottle. The beer has a smooth and slightly smoked nose. Fresh floral beginning, the smoke is there only far in the back. Nice hints of roast and dry malts. Smooth smoked…
Show more
Aroma
6
Appearance
4
Flavor
7
Mouthfeel
4
Overall
12",Krenkerup,Krenkerup Rauch Bier
4,"DerGantzel(518)
🇩🇰Aarhus, Denmark
3.2December 21, 2017
Smoke is dominating the aroma in addition to caramel and hints of chocolate. Golden-brownish appearance with a white foam. The smoke is moderate and balanced in the taste:…
Show more
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
4
Overall
10",Krenkerup,Krenkerup Rauch Bier
5,"djoeye(10,398)
🇳🇴Tromsø, Norway
3.1November 14, 2017
Aroma; gentle tar, peat, wood, roasted malts, caramel. 
Look; off white head, amber brownish clear body.…
Show more
Aroma
6
Appearance
4
Flavor
6
Mouthfeel
3
Overall
12",Krenkerup,Krenkerup Rauch Bier
6,"MrOrla(4,934)
🇩🇰Odense, Denmark
3.6October 28, 2017
Bottle. Pours hazy amber with a white head. Aroma of smoke - sausage, slight caramel, fruity, grains. Taste is rather sweet, grains, loads of smoke, light bitter. Decent.
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
4
Overall
14",Krenkerup,Krenkerup Rauch Bier
7,"gyllenbock(13,546)
🇸🇪Stockholm, Sweden
2.8October 25, 2017
On tap at Taphouse. A bit hazy amber with a small head. Aroma and taste of mild smoke, malt, caramel and light fruit. The body was around medium.
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
3
Overall
11",Krenkerup,Krenkerup Rauch Bier
8,"putrik(213)
4.0August 5, 2017
Malten röks och ger detta öl extra karaktär. Mörkare ton och extra sötma gör detta ett bra öl till sallader räkor ock liknade okryddad mat.
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Krenkerup,Krenkerup Rauch Bier
9,"Desverger(21,898)
🇩🇰Copenhagen, Denmark
3.1February 7, 2017
Tap@Taphouse, Copenhagen - Dark Amber brown pour with off white head. Sweet malty and meaty aroma and taste, some slender charred burnt malty nuance in play, some…
Show more
Aroma
6
Appearance
3
Flavor
7
Mouthfeel
3
Overall
12",Krenkerup,Krenkerup Rauch Bier
10,"tderoeck(14,778)
🇧🇪Gent, Belgium
3.0July 5, 2016
13/VI/16 - 50cl bottle from the island itself @ home - BB: 20/VII/16 (2016-653) Thanks to Hilaire for sharing the bottle…
Show more
Aroma
7
Appearance
3
Flavor
6
Mouthfeel
3
Overall
11",Krenkerup,Krenkerup Rauch Bier
11,"madmitch76(33,405)
🇬🇧England
2.9June 26, 2016
15th January 2016
That’ll be me 20K then @ ChrisO’s. Thanks to Chris? Light haze on this amber beer, small cream colour head. Palate is…
Show more
Aroma
6
Appearance
4
Flavor
6
Mouthfeel
3
Overall
10",Krenkerup,Krenkerup Rauch Bier
12,"Theydon_Bois(30,406)
🇬🇧Hazlemere, the lower Xhitlerns, England
2.8June 12, 2016
Bottle split at Kenny 20K, cheers,15/01/16.
Lightly hazed amber with a moderate off white covering.…
Show more
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
3
Overall
11",Krenkerup,Krenkerup Rauch Bier
13,"erling1000(1,370)
🇩🇰Denmark
2.1March 22, 2016
A copper, light foggy, danish Rauchbier with light head. Aroma is smokey, malty, caramel. Taste is bitter sweet. Low carbonated.…
Show more
Aroma
5
Appearance
5
Flavor
4
Mouthfeel
1
Overall
6",Krenkerup,Krenkerup Rauch Bier
14,"mR_fr0g(21,668)
🇬🇧England
2.8February 20, 2016
Bottle shared at the Kenny 20K mega monster tasting. 15/01/2016. Thanks. Hazed amber brown coloured pour with a small off white head. Aroma is brown bread nutty grains,…
Show more
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
3
Overall
11",Krenkerup,Krenkerup Rauch Bier
0,"The_Osprey(10,573)
🇬🇧Wales
3.7February 7, 2016
Bottle share at Chriso’s for Kenny’s 20K. Thanks! As ’Krenkerup Rauch Bier’, 5.2%. Hazy dark orange brown, small foamy tan head, dotted lacing. Aroma is smoked BBQ meats…
Show more
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
4
Overall
15",Krenkerup,Krenkerup Rauch Bier
1,"teorn88(7,707)
🇮🇹Rimini, Italy
2.4January 22, 2016
50cl bottle shared at Kenny’s 20K celebrations @Chriso’s, thanks to Chris. It pours a clean amber ilot with no head. Aroma is scoglio seafood sauce and meat. Taste is meaty…
Show more
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
2
Overall
10",Krenkerup,Krenkerup Rauch Bier
