,맥주정보,검색이름,맥주이름
0,"kevin_w_s(10)
🇺🇸Arlington, United States
3.0December 13, 2020
Typical lager taste but good change of pace if you are eating Lebanese food. Light in color, slight surprising bite and clean aftertaste.
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Beirut,Beirut Beer
1,"RickFifty(2,149)
🇳🇴Fredrikstad, Norway
2.4November 17, 2020
Golden color, white head. Malty nose, mild, light fruity notes. Malty taste, light bitterness, short, light fruity and earthy. Light body, average carbonation.…
Show more
BOTTLE
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
2
Overall
9",Beirut,Beirut Beer
2,"SilkTork(6,894)
🇬🇧Southampton, United Kingdom, England
2.4November 5, 2020
Nov 2020. Bottle at Beity Lebanese restaurant in Southampton. Fairly average and watery global lager. [2.4]
BOTTLE
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
2
Overall
10",Beirut,Beirut Beer
3,"giorgiopazzin(72)
🇧🇪Belgium
1.0September 8, 2020
Bottle tasted

A clear blond color beer with a generous white head.…
Show more
BOTTLE
Aroma
2
Appearance
1
Flavor
2
Mouthfeel
1
Overall
4",Beirut,Beirut Beer
4,"ChainGangGuy(5,398)
🇺🇸Woodstock, United States
2.0April 25, 2020
Appearance: Pours a clear, golden body with a full, foamy, white head.…
Show more
BOTTLE
@ Total Wine & More - Kennesaw
Aroma
3
Appearance
4
Flavor
4
Mouthfeel
3
Overall
6",Beirut,Beirut Beer
5,"dandeman(1,611)
🇨🇦Gatineau, Canada
3.1March 16, 2020
Bouteille 330 ml. Forte odeur typique des lagers commerciales avec des céréales à profusion et probablement du sirop de maïs. De couleur dorée, limpide,…
Show more
BOTTLE
@ SAQ Sélection - Sainte-Adèle (#23189)
Aroma
6
Appearance
4
Flavor
6
Mouthfeel
4
Overall
11",Beirut,Beirut Beer
6,"MarcoDL(7,815)
🇳🇱Netherlands
2.2February 19, 2020
Bottle. Golden pour. Aroma and flavor of grainy malt, some lager yeast and soft grassy bitters. Like every other warm country lager. Not bad, just very plain.
Aroma
4
Appearance
2
Flavor
5
Mouthfeel
3
Overall
8",Beirut,Beirut Beer
7,"Salian(1,172)
🇬🇧Sale, England
1.4January 27, 2020
Wow.

Almost no flavour to speak of. Crisp, grassy, fizzy and…
Show more
BOTTLE
Aroma
3
Appearance
3
Flavor
2
Mouthfeel
2
Overall
4",Beirut,Beirut Beer
8,"llucmaduell(508)
🇪🇸barcelona, Spain
1.2January 7, 2020
A lager with a lot of gas and little taste. Maybe it's all said. I went to dinner at a Lebanese restaurant and this product was the worst in the restaurant. In countries where alcohol is…
Show more
BOTTLE
Aroma
1
Appearance
2
Flavor
3
Mouthfeel
1
Overall
5",Beirut,Beirut Beer
9,"beer_est_deus(1,374)
🇸🇪örebro, Sweden
3.0December 28, 2019
Vitt skum, klar och mycket lätt ljusgul. Doft: Lager, jäst, äpoelkällare, malt, päron. Smak: Lager, malt, äpple, päron, fruktsoda. Rena lätta smaker, inget som sticker ut varken…
Show more
Aroma
6
Appearance
2
Flavor
6
Mouthfeel
3
Overall
13",Beirut,Beirut Beer
