,맥주정보,검색이름,맥주이름,인덱스,편의점
0,"HighSparkDiesel(597)
🇹🇼Taipei City, Taiwan
1.6September 25, 2020
A small can from Chuan Lien down the road. Typical Korean macrobrew; plenty of rather sour vanilla, not disgusting, easy drinking.
Aroma
4
Appearance
2
Flavor
4
Mouthfeel
2
Overall
4",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
1,"futre7(339)
🇹🇼Taipei, Taiwan
1.8February 22, 2020
Tastes like most Korean lager. Like it is the lager from that grey can Lister carries around in Red Dwarf. ...Very generic and mild tasting. Carbonated and thirst quenching, yet nondescript.
Aroma
2
Appearance
2
Flavor
2
Mouthfeel
1
Overall
11",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
2,"Oakes(25,346)
🇨🇦Kelowna, Canada
1.7January 14, 2020
Almost orange amber colour. On the nose, maltish, on the palate more plasticy sort of phenol-accented malt stuff. Ok for industrial Korean swill.
Aroma
3
Appearance
2
Flavor
2
Mouthfeel
2
Overall
8",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
3,"YantarCoast(3,141)
🇷🇺Moscow, Russia
1.5December 7, 2019
500ml can from TBS in Moscow. Pours clear gold with a medium-sized head that fizzes away in seconds. Aroma is sweet malt and paper. Taste is watery, cooked vegetables and malt. Fizzy almost…
Show more
CAN
Aroma
3
Appearance
2
Flavor
2
Mouthfeel
2
Overall
6",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
4,"mkel07(8,991)
🇦🇺Brisbane, Australia
2.2September 17, 2019
Can from Charmy’s Food and Bottleshoo on 17 September 2019. This is my first beer from this South Korean brewery and it was pretty much what I expected. I have no illusions when it comes to…
Show more
Aroma
4
Appearance
2
Flavor
5
Mouthfeel
2
Overall
9",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
5,"kiwianer(4,070)
🇳🇿Otorohanga, New Zealand
1.1February 13, 2019
The foamstability is low, bdy gold. The Aroma is malty, metal, old. Taste is malty, soft, metal.
Aroma
2
Appearance
1
Flavor
2
Mouthfeel
1
Overall
5",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
6,"Ferris(23,110)
🇨🇦Burnaby, Canada
2.5January 30, 2019
Sweet and papery. Clear gold with a small white head. Malty sweet and a papery finish.
BOTTLE
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
9",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
7,"통통냥이코(6)
2.3January 28, 2019
가볍습니다. 너무 가벼워서 오히려 자리가 애매한 국산 타 맥주보다 특징이 뚜렷하네요. 국산 맥주중 가장 가볍게 즐기기 좋은 맥주입니다.
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
8,"Bif(2,874)
🇺🇸St. Charles, United States
2.1January 6, 2019
Bottle. Pours a pale golden color with fizzy head and some lacing. Aroma of sweet malts, grain and dash of citrus. Taste of sweet malt, grain, adjunts and bit metallic. Nominal bitterness with a…
Show more
BOTTLE
Aroma
4
Appearance
2
Flavor
5
Mouthfeel
2
Overall
8",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
9,"brewperman(31)
🇺🇸United States
1.5November 24, 2018
Ehhhh, I mean, it's pretty bad. Way over carbonated almost like tonic water with a dabble of rubbing alcohol. Still, it's pretty useful for blasting out spicy Korean food from your taste buds. Must be…
Show more
Aroma
3
Appearance
2
Flavor
1
Mouthfeel
2
Overall
7",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
10,"crossovert(16,747)
🇺🇸Chicago, United States
2.1November 4, 2018
640ml bottle as Kloud Super Clear. Pours a clear pale light gold, foamy white head that sticks, lots of active carb bubbles. Aroma is metallic with sweet maltiness. Flavor is clean, relatively tasteless,…
Show more
Aroma
3
Appearance
4
Flavor
3
Mouthfeel
2
Overall
9",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
11,"AllGrainChamp18(1)
5.0October 11, 2018
Delicious Korean goodness.…
Show more
Aroma
10
Appearance
5
Flavor
10
Mouthfeel
5
Overall
20",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
12,"fonefan(65,420)
🇩🇰VestJylland, Denmark
1.5September 7, 2018
Can 500ml. @ [ (PBF XII Tasting.) by oh6gdx ] - Petalax, Finland.

 [ As Kloud Fitz Super Clear ].…
Show more
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
2
Overall
5",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
13,"Skarecrow(1,734)
🇳🇿North Shore, Auckland, New Zealand
2.0September 6, 2018
500ml can
Clear gold colour with sudsy white head.…
Show more
Aroma
4
Appearance
2
Flavor
4
Mouthfeel
2
Overall
8",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
14,"pintbypint(4,303)
🇨🇦Edmonton, Canada
2.4August 6, 2018
330ml brown bottle. It is super clear! Wow! It pours yellow, light white bubbles on the surface. The aroma seems to be all malt, it is grainy and toasty. The taste is grainy, some sweetness and a…
Show more
Aroma
5
Appearance
3
Flavor
4
Mouthfeel
3
Overall
9",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
15,"Pyobon(2,136)
🇦🇺Sydney, Australia
1.8July 7, 2018
(Can) With enthusiastic pour it had a decent white head that didn’t stick around long. Clear straw yellow. Littl…
Show more
Aroma
5
Appearance
2
Flavor
3
Mouthfeel
2
Overall
6",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
16,"TBone(23,237)
🇫🇮Pori, Finland
1.6July 7, 2018
Can 500ml in pbf xii. Clear golden colour, vanishing head. Green apple in the light nose. Light-bodied. Watery.…
Show more
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
2
Overall
6",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
17,"omhper(30,800)
🇸🇪Tyresö, Sweden
0.7July 7, 2018
Canned at PBF XII.  Clear pale yellow, no head. Boiled vegetables and old fat up front. Mid sweet with light…
Show more
Aroma
1
Appearance
1
Flavor
1
Mouthfeel
2
Overall
2",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
18,"Hermod(12,588)
🇫🇮Vantaa, Finland
1.5July 7, 2018
Can @ PBF XII.Poured straw color with a thick white head.Sweet malts and dust. Light, very watery brew.…
Show more
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
1
Overall
5",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
19,"GoufCustom(2,895)
🇭🇰Hong Kong
2.4May 25, 2018
355 ml can as ""Lotte Fitz Super Clear"" bought at Aeon Style in Whampoa Garden, Hung Hom.…
Show more
Aroma
7
Appearance
3
Flavor
4
Mouthfeel
2
Overall
8",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
20,"Lore(4,436)
🇭🇺Budapest, Hungary
0.5April 18, 2018
clear pale yellow beer with no head at all! seriously: not even a lacing, or any sign of a beer head! aroma and…
Show more
Aroma
1
Appearance
1
Flavor
1
Mouthfeel
1
Overall
1",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
21,"mile(4,635)
🇫🇮Helsinki, Finland
1.5April 1, 2018
Can. Light golden, small and fully diminishing head. Light, malty - light corn and lightly sweetish aroma.…
Show more
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
2
Overall
5",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
22,"miggle(583)
🇩🇪Fürth, Germany
2.4February 25, 2018
Clear golden color, no head. Light aroma of hay. Light metallic smell. Fresh aroma of light hey but overall…
Show more
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
2
Overall
9",fitz super clear,Kloud Fitz Super Clear,1,CU GS25 7/11 ministop
