,맥주정보,검색이름,맥주이름,인덱스,편의점
0,"Piw(2,007)
🇩🇪Rüsselsheim, Germany
2.6January 14, 2021
330ml Dose. Klar und golden mit minimaler Schaumkrone. Spritzig. Bisschen nach Grapefruit. Etwas metallisch. Unrunder Abgang.
CAN
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
2
Overall
10",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
1,"snowcrash000(1,499)
🇩🇪Cologne, Germany
2.9December 30, 2020
Pours a slightly cloudy, amber coloration with a medium, frothy head. Smells of doughy, slightly caramelly malt and citrus hops, with a certain grapefruit character. Taste is a good balance of…
Show more
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
2
Overall
12",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
2,"rhoihessegold(6,370)
🇩🇪Mainz, Rhineland-Palatinate, Germany
2.5October 19, 2020
10-10-20 // 330ml can from local Aldi. Clear golden. Small white head. Minimal hoppy nose. Better than their golden ale. Boring.
CAN
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
9",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
3,"aratlon(85)
2.9October 13, 2020
Aussehen: golden klar, leicht perlig, weiße semistabile mischporige krone.…
Show more
Aroma
3
Appearance
4
Flavor
7
Mouthfeel
3
Overall
12",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
4,"je_corn(197)
1.1August 19, 2020
Nothing in the nose. Pale golden colour. Watery taste, slight bitterness in the end. Utterly lacking character and aroma.
CAN
Aroma
1
Appearance
2
Flavor
2
Mouthfeel
2
Overall
4",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
5,"BeerViking(7,237)
🇬🇧Brentford, England
1.5August 8, 2020
Can from Aldi Süd. Deep gold with a fast-settling head, faint aromas of perfume and fried chips (!), slightly sticky-sweet and thin-textured, pithy bitterness lingers a little. Seriously, there are…
Show more
CAN
Aroma
2
Appearance
2
Flavor
5
Mouthfeel
1
Overall
5",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
6,"Altoguacho(18)
🇩🇪Stuttgart, Germany
2.9August 2, 2020
So, basicly is a old school bright IPA. So that's the starting point for rating.…
Show more
CAN
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
3
Overall
12",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
7,"thanatosti(3,084)
🇳🇱Culemborg, Netherlands
2.7August 1, 2020
33 cl. can @ home, bought @ Aldi Kleve.
Clear golden with a white head. Malty aroma with some faint hops. Sweet taste with a bitter finish. Drinkable yes, IPA no.
CAN
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
8,"bilcho1(1,406)
🇧🇬Ruse, Bulgaria
2.6July 29, 2020
500ml can from Kaufland, drunk on the balcony in Kotel on a hot July evening. Clear gold, not much head or lacing but some rising carbonation that lasted a while. On the nose, bitter herbs, caramel…
Show more
CAN
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
3
Overall
11",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
9,"microbrewologist(644)
1.7July 20, 2020
Goldig, wenig Krone, insgesamt schwach auf der Brust. Zu wenig abv, zu hopfenarm, zu charakterlos.
CAN
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
2
Overall
7",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
10,"Beerhunter111(32,693)
🇩🇪Beerland, Germany
2.3July 3, 2020
33cl can. A clear yellow golden beer with a white head. Aroma of citrusy bitter hops, pale malt, grains. Taste of strong grainy malt, pale malt, sharp grains, hints of citrusy hops.
CAN
Aroma
5
Appearance
2
Flavor
4
Mouthfeel
2
Overall
10",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
11,"MBlessing(3,698)
🇩🇪Württemberg, Germany
2.0July 1, 2020
Uhh Reeper B. haut wieder einen raus, naja was soll ich sagen wieder eines dieser ""IPA"" die für die Masse taugen sollen, nicht das schlechteste aber für so Zeug hab ich nicht angefangen Bier zu…
Show more
CAN
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
2
Overall
7",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
12,"TaxiDriver(2,093)
🇩🇪Stadland, Germany
2.1June 27, 2020
A light smell of grapefruit, not much else and not very long lasting. The small creamy white head has a normal duration, the body is cloudy and dark yellow. A bitter taste with a hint of grapefruit and…
Show more
Aroma
5
Appearance
3
Flavor
4
Mouthfeel
2
Overall
7",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
13,"DrNosha(5,865)
🇩🇪Württemberg, Germany
1.9June 22, 2020
0,33l Dose von MBlessing, von wem auch sonst, Ato???. Dunkelgolden, flacher Schaum. Wenig Aroma. Getreide und Pinie. Auch im Geschmack keine Exotik. Getreide, etwas Haze. Naja. Für…
Show more
CAN
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
2
Overall
6",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
14,"SVD(3,983)
🇳🇱Netherlands
3.4May 18, 2020
Can from German Aldi, golden beer, small head. Aroma is malt, citrus, some hops. Taste is the same, bitter, light sweet, resin, long dry bitter aftertaste, not bad.
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
16",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
15,"earlofale(339)
🇩🇪Darmstadt, Germany
3.4May 14, 2020
Bottle. Clear golden color, fine white head. Fruity, pineapple, resinous fruits, peach, light citrus. Dry taste,…
Show more
CAN
Aroma
7
Appearance
5
Flavor
6
Mouthfeel
4
Overall
12",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
16,"PintjeFritz(712)
🇩🇪Germany
2.0May 10, 2020
Nice can, clear golden beer with very heavy white head, smell is very short heavy tropical fruits, pineapple,…
Show more
CAN
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
2
Overall
9",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
17,"sharkydodson(4,112)
🇷🇺St. Petersburg, Russia
3.0April 14, 2020
the aroma is hoppy and floral with hints of grapefruit, pine, key lime and spicy herbs... the taste is hoppy and…
Show more
CAN
Aroma
6
Appearance
4
Flavor
6
Mouthfeel
3
Overall
11",PEEPER B IPA,Reeper B. Exotisches IPA,26,CU
