,맥주정보,검색이름,맥주이름,인덱스,편의점
0,"vladeath(1,850)
🇷🇺Russia
2.7November 20, 2020
Can - Alc 4.2 for OG 9.5%
Straw color with excellent foam.
Nose. Malty with herbaceous floral hops, reminiscent of the…
Show more
CAN
Aroma
6
Appearance
4
Flavor
5
Mouthfeel
4
Overall
8",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
1,"DraftAromas7(225)
🇷🇸Serbia
2.4September 17, 2020
Not that good, not that bad. This is a plain German lager with little to remember.
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
2
Overall
10",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
2,"qt01(451)
🇷🇴Cluj-Napoca, Romania
2.7August 14, 2020
Malty, cereal aroma and a mild bitter, bready, cereal taste. Good beer for the price.
CAN
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
3,"AndreiProdan(213)
🇲🇩Rautel, Moldova
2.0July 31, 2020
Aromă de cereale uşor dulce.Gust amărui de malţ şi carton. Nu merită atenţie.
CAN
Aroma
4
Appearance
2
Flavor
4
Mouthfeel
2
Overall
8",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
4,"GhostS(1,004)
🇲🇩Chisinau, Moldova
2.7June 4, 2020
Aromă - cereale vechi, malț, note uleioase, ușor fân ud și ceva drojdii. Gust ușor dulce (malț), cu puțină amăreală generică pe fundal. Simplă.
CAN
Aroma
5
Appearance
4
Flavor
5
Mouthfeel
3
Overall
10",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
5,"DoctorHU(1,491)
🇺🇦Transcarpathia, Ukraine
2.6January 31, 2020
500 ml can. Poured clear golden brew with white head. The aroma is sweet, cardboard and a little spicy. Taste dusty grainy, cardboard and short bitterish finish.
CAN
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
2
Overall
11",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
6,"klukas(843)
🇭🇷Rijeka, Croatia
1.8January 30, 2020
Enjoyed: Poured from a can into tulip glass. 
Appearance: Clear/bright golden colour, medium head which soon fades away.…
Show more
CAN
@ Kaufland
Aroma
3
Appearance
2
Flavor
4
Mouthfeel
2
Overall
7
1",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
7,"as1999(377)
🇭🇷Zagreb, Croatia
2.3January 20, 2020
500 ml
Komercijalni lager, nista vise.. bez arome, svijetlije boje, pjena brzo nestaje.. okus previse kiselkast, bez gorcine..
CAN
Aroma
5
Appearance
2
Flavor
6
Mouthfeel
2
Overall
8",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
8,"Bitek(1,291)
🇵🇱Warszawa, Poland
2.6February 4, 2020
Bardzo podobne do pilsa z tej samej kauflanowej serii, może z ciut mniejszą goryczką [archiwum]
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
9,"aboubakar(14)
🇵🇱Wroclaw, Poland
1.6October 12, 2019
Kolejne piwo spod marki Stephans Bräu. Jest niestety nieciekawe. Kompletnie nic się nie dzieje, pustka w smaku jak i w zapachu, niestety na końcu pozostawia jakiś obrzydliwy posmak stęchlizny.…
Show more
CAN
Aroma
4
Appearance
1
Flavor
3
Mouthfeel
2
Overall
6",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
10,"caketm(3,306)
🇵🇱Czestochowa, Poland
1.6September 14, 2019
Puszka 0,5 litra, zakupiona w Kauflandzie. Barwa złota,  Słaby, szmaciany zapach. Poza tym jakby zwietrzały słod. W smaku płaściutkie, słodkie, ze średnią, ale nie przyjemną i zalegającą…
Show more
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
1
Overall
7",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
11,"MichaelAwesome(7,159)
🇩🇪Wanne-Eickel, Germany
1.8May 22, 2019
Selbe Kategorie wie sein Pils. Ein wenig Hopfen und Malz, daneben nur etwas laffes und dünnes, das einfach nur Alkohol in die Blutbahn führen soll.
Aroma
3
Appearance
2
Flavor
4
Mouthfeel
3
Overall
6",Stephans Brau Larger,Stephans Bräu Premium Lager,45,GS25
