,맥주정보,검색이름,맥주이름,인덱스,편의점
0,"IBUTasty22(16)
🇷🇺Russia
2.4May 2, 2020
Неплохое пшеничное пиво, выделяющееся своим явным ароматом банана, заметной кислинкой во вкусе и стойкой пенкой. Можно и повторить.
CAN
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
1,"bilcho1(1,406)
🇧🇬Ruse, Bulgaria
2.8April 15, 2020
500ml can from Kaufland, drunk at home on day one of the second month of the lockdown. Dirty straw, massive head and lacing with a  stream of long-lasting, fast-rising carbonation. Aromas of sour…
Show more
CAN
Aroma
5
Appearance
4
Flavor
4
Mouthfeel
3
Overall
12",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
2,"sharkydodson(4,112)
🇷🇺St. Petersburg, Russia
3.4March 22, 2020
the aroma: fruity and floral with hints of banana, esters, citrus and some spicy herbs... 
the taste: fruity and floral with notes of banana, candy, sweet…
Show more
CAN
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
3
Overall
13",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
3,"vladeath(1,850)
🇷🇺Russia
2.0December 9, 2019
Golden color with a slight turbidity.
Nose. A little banana, spices are notes of hogweed.
Taste. Sweetish, slightly banana light fruitiness. Uninteresting…
Show more
CAN
Aroma
4
Appearance
2
Flavor
4
Mouthfeel
2
Overall
8",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
4,"DoctorHU(1,491)
🇺🇦Transcarpathia, Ukraine
2.5November 16, 2019
500 ml can. Poured hazy golden color with a white foam. The aroma of banana tones, hints of chewing gum. The taste is somewhat unpleasant acidity, faded malt and caramel shades.…
Show more
CAN
Aroma
6
Appearance
4
Flavor
5
Mouthfeel
2
Overall
8",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
5,"jmgreenuk(14,585)
🇲🇾Kuala Lumpur, Malaysia
3.2March 14, 2019
Can shared with and courtesy of and shared with Deanso. Poured a hazy golden colour with a mostly lasting frothy white head. The aroma is grainy malt, yeast, light banana. The flavour is light acid…
Show more
CASK
Aroma
6
Appearance
3
Flavor
7
Mouthfeel
3
Overall
13",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
6,"deanso(13,380)
🇬🇧Doncaster, England
3.1March 14, 2019
50cl can from Rimping.
Banana aroma.  Thin white head.  Cloudy blond pour.  Easy drinking
CAN
Aroma
6
Appearance
4
Flavor
6
Mouthfeel
4
Overall
11",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
7,"dixwing(1)
2.5February 3, 2019
Среднее по вкусу пиво. Ничего выдающегося, а дизайн банки заставляет ожидать большего.
CAN
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-
1",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
8,"vinivini(6,192)
🇧🇾Homiel, Belarus
3.1January 24, 2019
Hazy yellow to orange colour. Moderate well-lacing white head. Aroma & taste: white bread, banana, fruit, minimal clove. Low bitterness. Pleasant profile, but too subdued. Drinkable.
CAN
Aroma
7
Appearance
4
Flavor
6
Mouthfeel
3
Overall
11",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
9,"Stew41(2,523)
🇦🇺Melbourne, Australia
2.5January 8, 2019
Great looker - dull orange with a fluffy head. Banana peel and cloves with a little spice to taste. Palate very under-powered in comparison; strikingly 'nothing' actually. Bad can? Nothing…
Show more
Aroma
5
Appearance
4
Flavor
3
Mouthfeel
2
Overall
11",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
10,"t0pdevice(138)
🇷🇺Moscow, Russia
2.8October 25, 2018
70 Р — не брать. Чуть банана, чуть гвоздики в аромате, а получаем во вкусе пилснер со вкусом пшенички. Пена клёвая, да.
Aroma
7
Appearance
4
Flavor
5
Mouthfeel
2
Overall
10",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
11,"YantarCoast(3,141)
🇷🇺Moscow, Russia
2.2October 20, 2018
500ml can from Bliznetsy (Vereskovaya) in Moscow. Pours hazy gold with a tall white head that lasts for almost a minute. Aroma is yeast, bananas, and a hint of vinegar. Taste is light sweet, very…
Show more
Aroma
5
Appearance
4
Flavor
3
Mouthfeel
2
Overall
8",REEPER B Weissbier,Reeper B. Blondes Weissbier,25,CU
