,맥주정보,검색이름,맥주이름,인덱스,편의점
0,"TrappistPupil38(253)
3.0December 17, 2020
W aromacie banan, pszenica. W smaku kwaśne (nawet dość bardzo jak na weizena), bananowe, trochę goździka. Możliwe, że trochę siarki, ale bardzo delikatnie. mocno gazowane, całkiem ładna piana. Barwa złota, mocna i wyrazista, mętna.Piwo jest ok.
BOTTLE
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
2
Overall
14",krombacher weizen,Krombacher Weizen,20,CU
1,"GRM(5,755)
🇨🇦Aylmer, Canada
3.4November 11, 2020
Glass, 15 ounces, draught, L'aut'oberfest à L'autre œil, savoured on September 21, 2019; eye: caramel with a golden hue, veiled, no effervescence, ring of tan head, slight lacing; nose: acidity, wheat, banana, slight coriander; mouth: acidity, wheat, banana, slight…
Show more
TAP
@ Bistro L’Autre Oeil - Maison de Fûts
Aroma
6
Appearance
4
Flavor
6
Mouthfeel
3
Overall
15",krombacher weizen,Krombacher Weizen,20,CU
2,"KennethArd(952)
🇩🇰Odense, Denmark
2.2October 19, 2020
Lightly bitter aroma with a touch of sweetness. Hazy golden with a very large tanned head. Medium bitter taste. Medium body, slick texture & average carbonation.
BOTTLE
Aroma
4
Appearance
4
Flavor
3
Mouthfeel
3
Overall
8",krombacher weizen,Krombacher Weizen,20,CU
3,"CiderTicks22(1,317)
🇵🇱Poland
3.5September 24, 2020
Pomarańczowe, opalizujące. Piana żółta czegoś. Ale solidna i całkiem jej sporo. 
Banany i goździki oraz pszenica w aromacie. 
Goździk, banan, lekki kwasek. Szczypta siarki? Delikatne wysycenie.…
Show more
BOTTLE
Aroma
6
Appearance
5
Flavor
8
Mouthfeel
3
Overall
13",krombacher weizen,Krombacher Weizen,20,CU
4,"LucaszNDM(241)
🇵🇱Nowy Dwór Mazowiecki, Poland
3.5September 19, 2020
Kolor  złoty mętny, piana drobna pozostawia lacing, aromat pszeniczny słodowy w smaku banany z pszenicą lekko kwaskowate, pijalne delikatne , bardzo przyjemne.
BOTTLE
Aroma
7
Appearance
3
Flavor
8
Mouthfeel
4
Overall
13",krombacher weizen,Krombacher Weizen,20,CU
5,"jamesie1857(2,282)
🇬🇧Sheffield, England
3.5September 5, 2020
500ml bottle from Mitchells Wines Meadowhead - Cloudy orange body, mad white froth on top. Nose is estery yeast notes, banana, clove, bit of malt. Taste has a malty lead, oranges and a bit of bitters. Standard.
BOTTLE
@ Mitchells Wines
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
4
Overall
13",krombacher weizen,Krombacher Weizen,20,CU
6,"Grumbo(12,233)
🇬🇧Ipswich, England
3.3August 31, 2020
28/8/2020. Bottle at the Duke of York, Ipswich. Pours hazy orange gold with a white head. Aroma is wheaty, malty, yeasty, fruity, banana. Medium sweetness and moderate bitterness. Moderate body, slight oily and watery texture, average carbonation. Quite…
Show more
BOTTLE
@ Duke of York
Aroma
7
Appearance
3
Flavor
7
Mouthfeel
3
Overall
13",krombacher weizen,Krombacher Weizen,20,CU
7,"Grumpelmies(819)
🇩🇪Germany
2.7October 18, 2020
Bottle. Cloudy dark orange sporting a beautiful big white head. Aroma of malts, wheat and some citrus fruits. Taste is more malts, wheat, oranges and lemons. Fruity bitterness. Strong carbonation. Quite balanced. Light and refreshing. This is just as…
Show more
Aroma
5
Appearance
4
Flavor
5
Mouthfeel
4
Overall
9",krombacher weizen,Krombacher Weizen,20,CU
8,"Carlisle(1,340)
🇺🇸United States
3.4August 23, 2020
Bottle. Soft wheat malt with light citrus and yeasty notes. Medium body. Medium-long finish.
Aroma
7
Appearance
3
Flavor
7
Mouthfeel
4
Overall
13",krombacher weizen,Krombacher Weizen,20,CU
9,"Fullpintofbeer(690)
🇬🇧Bristol, England
3.5May 24, 2020
Bottle from Beers of Europe. Typical German hefe-weizen; pours amber/golden with huge head, aroma of bananas, light acidic taste, full body, lively.
BOTTLE
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
4
Overall
13",krombacher weizen,Krombacher Weizen,20,CU
