,맥주,년,평점
1640,Carlton Sheaf Stout, 2018,3.3
1641,Casablanca (Casa Beer), 2001,2.8666666666666667
1642,Casablanca (Casa Beer), 2002,2.7636363636363637
1643,Casablanca (Casa Beer), 2003,2.212
1644,Casablanca (Casa Beer), 2004,2.0555555555555554
1645,Casablanca (Casa Beer), 2005,2.085714285714286
1646,Casablanca (Casa Beer), 2006,2.015625
1647,Casablanca (Casa Beer), 2007,2.217647058823529
1648,Casablanca (Casa Beer), 2008,2.2513513513513512
1649,Casablanca (Casa Beer), 2009,2.2743589743589743
1650,Casablanca (Casa Beer), 2010,2.273809523809524
1651,Casablanca (Casa Beer), 2011,2.169230769230769
1652,Casablanca (Casa Beer), 2012,2.4035087719298245
1653,Casablanca (Casa Beer), 2013,2.171428571428572
1654,Casablanca (Casa Beer), 2014,2.1952380952380954
1655,Casablanca (Casa Beer), 2015,2.2071428571428577
1656,Casablanca (Casa Beer), 2016,2.4290322580645163
1657,Casablanca (Casa Beer), 2017,2.313953488372093
1658,Casablanca (Casa Beer), 2018,2.3384615384615377
1659,Casablanca (Casa Beer), 2019,2.3277777777777775
1660,Casablanca (Casa Beer), 2020,2.4875
1661,Casablanca (Casa Beer), 2021,2.3
1662,Cascade Kriek Ale, 2007,4.1
1663,Cascade Kriek Ale, 2008,3.6818181818181817
1664,Cascade Kriek Ale, 2009,3.7552238805970135
1665,Cascade Kriek Ale, 2010,3.7374999999999994
1666,Cascade Kriek Ale, 2011,3.8680000000000003
1667,Cascade Kriek Ale, 2012,3.7468750000000006
1668,Cascade Kriek Ale, 2013,3.8309090909090893
1669,Cascade Kriek Ale, 2014,3.755319148936171
1670,Cascade Kriek Ale, 2015,3.8071428571428565
1671,Cascade Kriek Ale, 2016,3.765957446808511
1672,Cascade Kriek Ale, 2017,3.8500000000000005
1673,Cascade Kriek Ale, 2018,3.9285714285714284
1674,Cascade Kriek Ale, 2019,3.8071428571428574
1675,Cascade Kriek Ale, 2020,4.2
1676,Cass Fresh, 2002,1.2833333333333332
1677,Cass Fresh, 2003,1.525
1678,Cass Fresh, 2004,1.5625
1679,Cass Fresh, 2005,1.5399999999999998
1680,Cass Fresh, 2006,1.7916666666666667
1681,Cass Fresh, 2007,1.57
1682,Cass Fresh, 2008,1.5571428571428572
1683,Cass Fresh, 2009,1.5727272727272728
1684,Cass Fresh, 2010,1.3857142857142857
1685,Cass Fresh, 2011,1.46
1686,Cass Fresh, 2012,1.7999999999999998
1687,Cass Fresh, 2013,1.8407407407407408
1688,Cass Fresh, 2014,1.8761904761904762
1689,Cass Fresh, 2015,1.9619047619047616
1690,Cass Fresh, 2016,1.8151515151515147
1691,Cass Fresh, 2017,1.9148148148148147
1692,Cass Fresh, 2018,1.738888888888889
1693,Cass Fresh, 2019,1.9599999999999997
1694,Cass Fresh, 2020,2.08
1695,Castello Birra Bionda (Premium Lager), 2002,2.1
1696,Castello Birra Bionda (Premium Lager), 2003,2.3999999999999995
1697,Castello Birra Bionda (Premium Lager), 2004,2.0
1698,Castello Birra Bionda (Premium Lager), 2005,2.0727272727272728
1699,Castello Birra Bionda (Premium Lager), 2006,1.9157894736842105
1700,Castello Birra Bionda (Premium Lager), 2007,1.9777777777777774
1701,Castello Birra Bionda (Premium Lager), 2008,2.0533333333333332
1702,Castello Birra Bionda (Premium Lager), 2009,1.9894736842105265
1703,Castello Birra Bionda (Premium Lager), 2010,2.1789473684210523
1704,Castello Birra Bionda (Premium Lager), 2011,2.1303030303030304
1705,Castello Birra Bionda (Premium Lager), 2012,2.14
1706,Castello Birra Bionda (Premium Lager), 2013,2.103571428571428
1707,Castello Birra Bionda (Premium Lager), 2014,2.081818181818182
1708,Castello Birra Bionda (Premium Lager), 2015,2.3
1709,Castello Birra Bionda (Premium Lager), 2016,2.475
1710,Castello Birra Bionda (Premium Lager), 2017,2.190909090909091
1711,Castello Birra Bionda (Premium Lager), 2018,2.8000000000000003
1712,Castello Birra Bionda (Premium Lager), 2019,2.1
1713,Castle Lager, 2001,1.825
1714,Castle Lager, 2002,1.9512820512820515
1715,Castle Lager, 2003,2.1387096774193552
1716,Castle Lager, 2004,2.0457142857142854
1717,Castle Lager, 2005,1.961290322580645
1718,Castle Lager, 2006,2.02127659574468
1719,Castle Lager, 2007,2.0277777777777777
1720,Castle Lager, 2008,2.1043478260869564
1721,Castle Lager, 2009,2.0642857142857145
1722,Castle Lager, 2010,1.9343749999999997
1723,Castle Lager, 2011,1.8920000000000003
1724,Castle Lager, 2012,1.956
1725,Castle Lager, 2013,1.9848484848484849
1726,Castle Lager, 2014,1.8511111111111114
1727,Castle Lager, 2015,1.989655172413793
1728,Castle Lager, 2016,2.2875
1729,Castle Lager, 2017,1.989473684210526
1730,Castle Lager, 2018,2.2142857142857144
1731,Castle Lager, 2019,1.7666666666666668
1732,Castle Lager, 2021,1.9
1733,Castlemaine XXXX Gold Lager, 2000,2.2
1734,Castlemaine XXXX Gold Lager, 2001,1.8666666666666665
1735,Castlemaine XXXX Gold Lager, 2002,2.5250000000000004
1736,Castlemaine XXXX Gold Lager, 2003,1.6714285714285713
1737,Castlemaine XXXX Gold Lager, 2004,1.6299999999999997
1738,Castlemaine XXXX Gold Lager, 2005,1.7125000000000001
1739,Castlemaine XXXX Gold Lager, 2006,1.225
1740,Castlemaine XXXX Gold Lager, 2007,1.6846153846153844
1741,Castlemaine XXXX Gold Lager, 2008,1.8727272727272728
1742,Castlemaine XXXX Gold Lager, 2009,1.875
1743,Castlemaine XXXX Gold Lager, 2010,1.42
1744,Castlemaine XXXX Gold Lager, 2011,1.4500000000000002
1745,Castlemaine XXXX Gold Lager, 2012,1.6600000000000001
1746,Castlemaine XXXX Gold Lager, 2013,2.13
1747,Castlemaine XXXX Gold Lager, 2014,1.6666666666666667
1748,Castlemaine XXXX Gold Lager, 2015,2.0199999999999996
1749,Castlemaine XXXX Gold Lager, 2016,2.075
1750,Castlemaine XXXX Gold Lager, 2017,2.022222222222222
1751,Castlemaine XXXX Gold Lager, 2018,1.8666666666666665
1752,Castlemaine XXXX Gold Lager, 2019,2.34
1753,Castlemaine XXXX Gold Lager, 2020,2.1
1754,Celia Saison, 2010,3.325
1755,Celia Saison, 2011,3.2285714285714286
1756,Celia Saison, 2012,2.8428571428571425
1757,Celia Saison, 2013,2.6849999999999996
1758,Celia Saison, 2014,2.58
1759,Celia Saison, 2015,2.8499999999999996
1760,Celia Saison, 2017,3.0999999999999996
1761,Celia Saison, 2019,1.9
1762,Celtia, 2002,2.3666666666666667
1763,Celtia, 2003,2.0
1764,Celtia, 2004,2.242857142857143
1765,Celtia, 2005,1.6076923076923075
1766,Celtia, 2006,1.22
1767,Celtia, 2007,1.8900000000000001
1768,Celtia, 2008,2.0142857142857142
1769,Celtia, 2009,2.0357142857142856
1770,Celtia, 2010,1.7666666666666668
1771,Celtia, 2011,1.8727272727272728
1772,Celtia, 2012,1.5666666666666669
1773,Celtia, 2013,1.741666666666667
1774,Celtia, 2014,2.0187500000000003
1775,Celtia, 2015,2.083333333333333
1776,Celtia, 2016,2.3
1777,Celtia, 2017,1.9
1778,Celtia, 2018,1.9285714285714286
1779,Celtia, 2019,2.1
1780,Celtia, 2020,2.3333333333333335
1781,Cergal, 2004,2.1
1782,Cergal, 2005,1.7
1783,Cergal, 2006,2.1799999999999997
1784,Cergal, 2007,1.8714285714285712
1785,Cergal, 2008,1.7333333333333334
1786,Cergal, 2009,2.142857142857143
1787,Cergal, 2011,1.8
1788,Cergal, 2012,1.7166666666666666
1789,Cergal, 2013,1.7166666666666668
1790,Cergal, 2014,1.3
1791,Cergal, 2015,1.375
1792,Cergal, 2016,2.0
1793,Cergal, 2017,2.04
1794,Cergal, 2018,1.6
1795,Cergal, 2019,2.3
1796,Cergal, 2020,2.8
1797,Cerveja Zarco, 2005,1.9
1798,Cerveja Zarco, 2006,1.625
1799,Cerveja Zarco, 2007,1.7333333333333334
1800,Cerveja Zarco, 2008,1.1
1801,Cerveja Zarco, 2009,2.05
1802,Cerveja Zarco, 2010,1.75
1803,Cerveja Zarco, 2012,1.5
1804,Cerveja Zarco, 2013,2.3
1805,Cerveja Zarco, 2014,1.3
1806,Cerveja Zarco, 2015,2.35
1807,Cerveja Zarco, 2016,2.5
1808,Cerveja Zarco, 2017,2.4
1809,Cerveja Zarco, 2018,2.6
1810,Cerveja Zarco, 2020,2.3
1811,Cerveza Zulia, 2010,0.9
1812,Cerveza Zulia, 2013,1.7
1813,Cerveza Zulia, 2014,2.4
1814,Cerveza Zulia, 2015,2.0124999999999997
1815,Cerveza Zulia, 2016,2.0
1816,Cerveza Zulia, 2017,1.9714285714285715
1817,Cerveza Zulia, 2018,1.5833333333333333
1818,Cerveza Zulia, 2019,1.5666666666666667
1819,Cerveza Zulia, 2020,2.25
1820,Chang Beer, 2004,1.7333333333333332
1821,Chang Beer, 2005,2.0
1822,Chang Beer, 2006,1.9272727272727272
1823,Chang Beer, 2007,1.9116279069767446
1824,Chang Beer, 2008,1.9240000000000002
1825,Chang Beer, 2009,2.0809523809523816
1826,Chang Beer, 2010,2.0579710144927534
1827,Chang Beer, 2011,1.9712643678160917
1828,Chang Beer, 2012,2.164150943396226
1829,Chang Beer, 2013,1.9206349206349203
1830,Chang Beer, 2014,1.9992063492063503
1831,Chang Beer, 2015,2.0634615384615387
1832,Chang Beer, 2016,2.2
1833,Chang Beer, 2017,1.8800000000000001
1834,Chang Beer, 2018,2.0833333333333335
1835,Chang Beer, 2019,1.9000000000000001
1836,Chang Beer, 2020,2.2375000000000003
1837,Cheers Lager Beer, 2006,2.1714285714285713
1838,Cheers Lager Beer, 2007,1.6
1839,Cheers Lager Beer, 2008,2.2
1840,Cheers Lager Beer, 2009,1.7461538461538462
1841,Cheers Lager Beer, 2010,1.7666666666666666
1842,Cheers Lager Beer, 2011,1.525
1843,Cheers Lager Beer, 2012,2.266666666666667
1844,Cheers Lager Beer, 2013,1.7799999999999998
1845,Cheers Lager Beer, 2014,2.0500000000000003
1846,Cheers Lager Beer, 2015,1.8692307692307693
1847,Cheers Lager Beer, 2016,1.7142857142857142
1848,Cheers Lager Beer, 2017,2.1333333333333333
1849,Cheers Lager Beer, 2018,2.1333333333333333
1850,Cheers Lager Beer, 2019,2.075
1851,Cheers Lager Beer, 2020,1.9
1852,Chinggis Mongolian Lager, 2006,2.316666666666667
1853,Chinggis Mongolian Lager, 2007,1.6
1854,Chinggis Mongolian Lager, 2008,2.7499999999999996
1855,Chinggis Mongolian Lager, 2009,1.8200000000000003
1856,Chinggis Mongolian Lager, 2010,2.1
1857,Chinggis Mongolian Lager, 2011,1.3
1858,Chinggis Mongolian Lager, 2012,2.1263157894736837
1859,Chinggis Mongolian Lager, 2013,2.0451612903225804
1860,Chinggis Mongolian Lager, 2014,1.9285714285714284
1861,Chinggis Mongolian Lager, 2015,2.0714285714285716
1862,Chinggis Mongolian Lager, 2016,1.9666666666666666
1863,Chinggis Mongolian Lager, 2017,1.6142857142857143
1864,Chinggis Mongolian Lager, 2018,1.8333333333333333
1865,Chinggis Mongolian Lager, 2019,3.0
1866,Chinggis Mongolian Lager, 2020,2.3666666666666667
1867,Cintra Pilsen, 2002,1.6
1868,Cintra Pilsen, 2004,1.6500000000000001
1869,Cintra Pilsen, 2005,1.9555555555555557
1870,Cintra Pilsen, 2006,1.6076923076923075
1871,Cintra Pilsen, 2007,2.075
1872,Cintra Pilsen, 2008,1.5666666666666664
1873,Cintra Pilsen, 2009,2.64
1874,Cintra Pilsen, 2010,1.9500000000000002
1875,Cintra Pilsen, 2011,3.4
1876,Cintra Pilsen, 2012,1.4
1877,Cintra Pilsen, 2013,1.7
1878,Cintra Pilsen, 2015,2.0
1879,Cintra Pilsen, 2016,1.5
1880,Cintra Pilsen, 2017,1.7
1881,Cisk Lager, 2002,1.7999999999999998
1882,Cisk Lager, 2003,1.8333333333333333
1883,Cisk Lager, 2004,2.0166666666666666
1884,Cisk Lager, 2005,1.7750000000000001
1885,Cisk Lager, 2006,2.5
1886,Cisk Lager, 2007,1.6545454545454548
1887,Cisk Lager, 2008,2.1476190476190475
1888,Cisk Lager, 2009,2.23448275862069
1889,Cisk Lager, 2010,1.911111111111111
1890,Cisk Lager, 2011,2.3642857142857143
1891,Cisk Lager, 2012,2.0631578947368423
1892,Cisk Lager, 2013,2.293103448275862
1893,Cisk Lager, 2014,2.0099999999999993
1894,Cisk Lager, 2015,2.463636363636364
1895,Cisk Lager, 2016,2.3741935483870975
1896,Cisk Lager, 2017,2.1039999999999996
1897,Cisk Lager, 2018,2.2952380952380955
1898,Cisk Lager, 2019,2.4818181818181824
1899,Cisk Lager, 2020,2.2333333333333334
1900,Cisk Lager, 2021,1.7
1901,Citizen Cider Unified Press, 2012,3.5
1902,Citizen Cider Unified Press, 2013,3.4499999999999997
1903,Citizen Cider Unified Press, 2014,3.4210526315789473
1904,Citizen Cider Unified Press, 2015,3.283333333333333
1905,Citizen Cider Unified Press, 2016,3.4818181818181815
1906,Citizen Cider Unified Press, 2017,3.2833333333333337
1907,Citizen Cider Unified Press, 2018,3.05
1908,Citizen Cider Unified Press, 2019,2.6333333333333333
1909,Citizen Cider Unified Press, 2020,3.5999999999999996
1910,Ciuc Premium, 2002,2.5
1911,Ciuc Premium, 2003,2.4000000000000004
1912,Ciuc Premium, 2005,2.4
1913,Ciuc Premium, 2006,2.1
1914,Ciuc Premium, 2007,1.7571428571428573
1915,Ciuc Premium, 2008,2.1000000000000005
1916,Ciuc Premium, 2009,2.175
1917,Ciuc Premium, 2010,2.223529411764706
1918,Ciuc Premium, 2011,1.9809523809523806
1919,Ciuc Premium, 2012,2.2291666666666665
1920,Ciuc Premium, 2013,2.1151515151515152
1921,Ciuc Premium, 2014,2.0454545454545454
1922,Ciuc Premium, 2015,2.35
1923,Ciuc Premium, 2016,2.4166666666666665
1924,Ciuc Premium, 2017,2.3923076923076922
1925,Ciuc Premium, 2018,2.5444444444444447
1926,Ciuc Premium, 2019,2.3
1927,Ciuc Premium, 2020,2.5
1928,Cloudwater DDH IPA Citra BBC, 2018,3.9194444444444434
1929,Cloudwater DDH IPA Citra BBC, 2019,3.6666666666666665
1930,Cloudwater DDH IPA Citra BBC, 2020,4.1
1931,Club Colombia Dorada, 2002,2.7000000000000006
1932,Club Colombia Dorada, 2003,2.4
1933,Club Colombia Dorada, 2004,2.0833333333333335
1934,Club Colombia Dorada, 2005,1.48
1935,Club Colombia Dorada, 2006,1.9300000000000002
1936,Club Colombia Dorada, 2007,1.9764705882352938
1937,Club Colombia Dorada, 2008,2.5333333333333328
1938,Club Colombia Dorada, 2009,2.088235294117647
1939,Club Colombia Dorada, 2010,2.2800000000000002
1940,Club Colombia Dorada, 2011,1.9428571428571428
1941,Club Colombia Dorada, 2012,2.2312499999999997
1942,Club Colombia Dorada, 2013,2.115384615384615
1943,Club Colombia Dorada, 2014,2.0090909090909093
1944,Club Colombia Dorada, 2015,1.961538461538461
1945,Club Colombia Dorada, 2016,2.2159999999999997
1946,Club Colombia Dorada, 2017,2.0730769230769237
1947,Club Colombia Dorada, 2018,2.4916666666666667
1948,Club Colombia Dorada, 2019,2.1999999999999997
1949,Club Colombia Dorada, 2020,1.8333333333333333
1950,Cobra, 2001,2.55
1951,Cobra, 2002,2.0125
1952,Cobra, 2003,2.1239999999999997
1953,Cobra, 2004,1.7956521739130438
1954,Cobra, 2005,1.948571428571429
1955,Cobra, 2006,2.0020833333333328
1956,Cobra, 2007,2.1059999999999994
1957,Cobra, 2008,2.016949152542373
1958,Cobra, 2009,1.9229166666666664
1959,Cobra, 2010,1.9862068965517239
1960,Cobra, 2011,2.1923076923076925
1961,Cobra, 2012,2.2257575757575756
1962,Cobra, 2013,2.0116883116883115
1963,Cobra, 2014,2.0235294117647062
1964,Cobra, 2015,2.1444444444444444
1965,Cobra, 2016,2.1848484848484846
1966,Cobra, 2017,2.230555555555556
1967,Cobra, 2018,2.2399999999999998
1968,Cobra, 2019,2.243333333333333
1969,Cobra, 2020,2.4769230769230766
1970,Cobra, 2021,3.7
1971,Coopers Best Extra Stout, 2000,3.9
1972,Coopers Best Extra Stout, 2001,3.7
1973,Coopers Best Extra Stout, 2002,3.712727272727272
1974,Coopers Best Extra Stout, 2003,3.527027027027027
1975,Coopers Best Extra Stout, 2004,3.5892857142857135
1976,Coopers Best Extra Stout, 2005,3.5166666666666666
1977,Coopers Best Extra Stout, 2006,3.468000000000001
1978,Coopers Best Extra Stout, 2007,3.546428571428573
1979,Coopers Best Extra Stout, 2008,3.4407407407407415
1980,Coopers Best Extra Stout, 2009,3.4945205479452053
1981,Coopers Best Extra Stout, 2010,3.4818181818181824
1982,Coopers Best Extra Stout, 2011,3.3728571428571446
1983,Coopers Best Extra Stout, 2012,3.422857142857143
1984,Coopers Best Extra Stout, 2013,3.4647887323943656
1985,Coopers Best Extra Stout, 2014,3.3978260869565227
1986,Coopers Best Extra Stout, 2015,3.5499999999999994
1987,Coopers Best Extra Stout, 2016,3.4888888888888885
1988,Coopers Best Extra Stout, 2017,3.4217391304347835
1989,Coopers Best Extra Stout, 2018,3.4388888888888887
1990,Coopers Best Extra Stout, 2019,3.533333333333333
1991,Coopers Best Extra Stout, 2020,3.6999999999999997
1992,Coral, 2002,2.0
1993,Coral, 2003,1.5
1994,Coral, 2004,3.0
1995,Coral, 2005,2.4
1996,Coral, 2006,1.75
1997,Coral, 2007,1.6333333333333335
1998,Coral, 2008,1.8
1999,Coral, 2009,2.128571428571429
2000,Coral, 2010,1.7166666666666668
2001,Coral, 2011,2.15
2002,Coral, 2012,2.1
2003,Coral, 2013,1.8846153846153846
2004,Coral, 2014,2.177777777777778
2005,Coral, 2015,1.9400000000000002
2006,Coral, 2016,2.5666666666666664
2007,Coral, 2017,2.0600000000000005
2008,Coral, 2018,2.1399999999999997
2009,Coral, 2019,2.4
2010,Coral, 2020,2.3000000000000003
2011,Corgoň Svetlé Pivo Výčapné 10%, 2003,1.95
2012,Corgoň Svetlé Pivo Výčapné 10%, 2004,2.04
2013,Corgoň Svetlé Pivo Výčapné 10%, 2005,2.65
2014,Corgoň Svetlé Pivo Výčapné 10%, 2007,2.6
2015,Corgoň Svetlé Pivo Výčapné 10%, 2008,1.9142857142857144
2016,Corgoň Svetlé Pivo Výčapné 10%, 2009,2.18
2017,Corgoň Svetlé Pivo Výčapné 10%, 2010,2.1125
2018,Corgoň Svetlé Pivo Výčapné 10%, 2011,1.8200000000000003
2019,Corgoň Svetlé Pivo Výčapné 10%, 2012,2.4681818181818183
2020,Corgoň Svetlé Pivo Výčapné 10%, 2013,2.475
2021,Corgoň Svetlé Pivo Výčapné 10%, 2014,2.3299999999999996
2022,Corgoň Svetlé Pivo Výčapné 10%, 2015,2.025
2023,Corgoň Svetlé Pivo Výčapné 10%, 2016,2.4
2024,Corgoň Svetlé Pivo Výčapné 10%, 2017,2.2666666666666666
2025,Corgoň Svetlé Pivo Výčapné 10%, 2018,2.1249999999999996
2026,Corgoň Svetlé Pivo Výčapné 10%, 2019,2.1
2027,Corgoň Svetlé Pivo Výčapné 10%, 2020,2.2285714285714286
2028,Corona Extra, 2000,1.671428571428571
2029,Corona Extra, 2001,1.7277777777777779
2030,Corona Extra, 2002,1.727234042553193
2031,Corona Extra, 2003,1.6684210526315788
2032,Corona Extra, 2004,1.4691823899371066
2033,Corona Extra, 2005,1.5690476190476192
2034,Corona Extra, 2006,1.6172972972972972
2035,Corona Extra, 2007,1.4719806763285035
2036,Corona Extra, 2008,1.5541871921182266
2037,Corona Extra, 2009,1.6147928994082839
2038,Corona Extra, 2010,1.6438775510204087
2039,Corona Extra, 2011,1.6353846153846148
2040,Corona Extra, 2012,1.716304347826087
2041,Corona Extra, 2013,1.7961038961038949
2042,Corona Extra, 2014,1.71049723756906
2043,Corona Extra, 2015,1.7437956204379559
2044,Corona Extra, 2016,1.918181818181818
2045,Corona Extra, 2017,1.8336842105263162
2046,Corona Extra, 2018,1.845454545454545
2047,Corona Extra, 2019,1.9325581395348839
2048,Corona Extra, 2020,2.2153846153846146
2049,Corona Extra, 2021,2.9666666666666663
2050,Cristal Alken Hoppige Pils, 2000,4.5
2051,Cristal Alken Hoppige Pils, 2001,3.55
2052,Cristal Alken Hoppige Pils, 2002,3.0200000000000005
2053,Cristal Alken Hoppige Pils, 2003,2.3000000000000003
2054,Cristal Alken Hoppige Pils, 2004,2.7
2055,Cristal Alken Hoppige Pils, 2005,2.7
2056,Cristal Alken Hoppige Pils, 2006,2.6285714285714286
2057,Cristal Alken Hoppige Pils, 2007,2.085714285714286
2058,Cristal Alken Hoppige Pils, 2008,2.282352941176471
2059,Cristal Alken Hoppige Pils, 2009,2.376923076923077
2060,Cristal Alken Hoppige Pils, 2010,2.27
2061,Cristal Alken Hoppige Pils, 2011,1.9777777777777774
2062,Cristal Alken Hoppige Pils, 2012,2.322222222222222
2063,Cristal Alken Hoppige Pils, 2013,2.2
2064,Cristal Alken Hoppige Pils, 2014,1.8714285714285714
2065,Cristal Alken Hoppige Pils, 2015,1.9888888888888887
2066,Cristal Alken Hoppige Pils, 2016,2.766666666666667
2067,Cristal Alken Hoppige Pils, 2017,2.615789473684211
2068,Cristal Alken Hoppige Pils, 2018,2.6222222222222227
2069,Cristal Alken Hoppige Pils, 2019,3.0
2070,Cristal Alken Hoppige Pils, 2020,3.0
2071,Crocodile Original Export Lager, 2001,3.2
2072,Crocodile Original Export Lager, 2002,3.0500000000000003
2073,Crocodile Original Export Lager, 2003,2.814285714285714
2074,Crocodile Original Export Lager, 2004,1.5833333333333333
2075,Crocodile Original Export Lager, 2005,1.975
2076,Crocodile Original Export Lager, 2006,2.1
2077,Crocodile Original Export Lager, 2007,1.8833333333333335
2078,Crocodile Original Export Lager, 2008,1.9230769230769231
2079,Crocodile Original Export Lager, 2009,1.7999999999999998
2080,Crocodile Original Export Lager, 2010,2.0749999999999997
2081,Crocodile Original Export Lager, 2011,1.95
2082,Crocodile Original Export Lager, 2012,2.3312500000000003
2083,Crocodile Original Export Lager, 2013,1.9899999999999998
2084,Crocodile Original Export Lager, 2014,1.8666666666666663
2085,Crocodile Original Export Lager, 2015,2.011111111111111
2086,Crocodile Original Export Lager, 2016,2.175
2087,Crocodile Original Export Lager, 2017,1.866666666666667
2088,Crocodile Original Export Lager, 2018,1.05
2089,Crocodile Original Export Lager, 2019,1.3
2090,Crocodile Original Export Lager, 2020,2.15
2091,Cruzcampo Premium Lager, 2000,1.8
2092,Cruzcampo Premium Lager, 2001,2.8
2093,Cruzcampo Premium Lager, 2002,1.9769230769230768
2094,Cruzcampo Premium Lager, 2003,1.7071428571428573
2095,Cruzcampo Premium Lager, 2004,1.6869565217391307
2096,Cruzcampo Premium Lager, 2005,1.9000000000000006
2097,Cruzcampo Premium Lager, 2006,1.8959999999999997
2098,Cruzcampo Premium Lager, 2007,2.011111111111111
2099,Cruzcampo Premium Lager, 2008,1.7772727272727273
2100,Cruzcampo Premium Lager, 2009,1.8250000000000002
2101,Cruzcampo Premium Lager, 2010,1.9090909090909092
2102,Cruzcampo Premium Lager, 2011,2.111764705882353
2103,Cruzcampo Premium Lager, 2012,2.1461538461538465
2104,Cruzcampo Premium Lager, 2013,1.9653846153846157
2105,Cruzcampo Premium Lager, 2014,2.069565217391304
2106,Cruzcampo Premium Lager, 2015,1.8727272727272728
2107,Cruzcampo Premium Lager, 2016,2.0923076923076924
2108,Cruzcampo Premium Lager, 2017,2.183333333333333
2109,Cruzcampo Premium Lager, 2018,2.011111111111111
2110,Cruzcampo Premium Lager, 2019,2.9000000000000004
2111,Cruzcampo Premium Lager, 2020,2.8
2112,Cuca, 2006,1.625
2113,Cuca, 2008,1.75
2114,Cuca, 2009,1.433333333333333
2115,Cuca, 2011,1.1666666666666667
2116,Cuca, 2012,1.9500000000000002
2117,Cuca, 2013,1.72
2118,Cuca, 2014,1.6599999999999997
2119,Cuca, 2015,1.9642857142857142
2120,Cuca, 2016,2.023076923076923
2121,Cuca, 2017,1.5399999999999998
2122,Cuca, 2018,1.5181818181818185
2123,Cuca, 2019,2.1
2124,Cuca, 2020,2.05
2125,Cēsu Premium Alus, 2002,1.7
2126,Cēsu Premium Alus, 2003,1.8
2127,Cēsu Premium Alus, 2005,1.7999999999999998
2128,Cēsu Premium Alus, 2006,1.8
2129,Cēsu Premium Alus, 2007,2.0888888888888886
2130,Cēsu Premium Alus, 2008,2.1333333333333333
2131,Cēsu Premium Alus, 2009,1.946153846153846
2132,Cēsu Premium Alus, 2010,2.1
2133,Cēsu Premium Alus, 2011,1.9500000000000002
2134,Cēsu Premium Alus, 2012,2.4928571428571433
2135,Cēsu Premium Alus, 2013,2.123076923076923
2136,Cēsu Premium Alus, 2014,2.066666666666667
2137,Cēsu Premium Alus, 2015,2.0777777777777775
2138,Cēsu Premium Alus, 2016,2.255555555555556
2139,Cēsu Premium Alus, 2017,2.1111111111111107
2140,Cēsu Premium Alus, 2018,2.325
2141,Cēsu Premium Alus, 2019,2.1
2142,Cēsu Premium Alus, 2020,2.3
2143,DAB Original, 2001,3.2249999999999996
2144,DAB Original, 2002,2.9857142857142858
2145,DAB Original, 2003,2.605555555555556
2146,DAB Original, 2004,2.6813559322033895
2147,DAB Original, 2005,2.6171874999999996
2148,DAB Original, 2006,2.6883333333333335
2149,DAB Original, 2007,2.508641975308642
2150,DAB Original, 2008,2.556060606060605
2151,DAB Original, 2009,2.57037037037037
2152,DAB Original, 2010,2.6647058823529415
2153,DAB Original, 2011,2.495348837209302
2154,DAB Original, 2012,2.7431034482758623
2155,DAB Original, 2013,2.5479999999999996
2156,DAB Original, 2014,2.24375
2157,DAB Original, 2015,2.6772727272727272
2158,DAB Original, 2016,2.5666666666666664
2159,DAB Original, 2017,2.79375
2160,DAB Original, 2018,2.3727272727272726
2161,DAB Original, 2019,2.7624999999999997
2162,DAB Original, 2020,2.825
2163,Dagon Lager Beer, 2011,2.4
2164,Dagon Lager Beer, 2012,1.7
2165,Dagon Lager Beer, 2013,2.0124999999999997
2166,Dagon Lager Beer, 2014,1.7611111111111113
2167,Dagon Lager Beer, 2015,2.04
2168,Dagon Lager Beer, 2016,1.6
2169,Dagon Lager Beer, 2017,1.7
2170,Dagon Lager Beer, 2018,1.725
2171,Dagon Lager Beer, 2019,2.2399999999999998
2172,Dahls Pils, 2001,2.3499999999999996
2173,Dahls Pils, 2002,2.8
2174,Dahls Pils, 2005,1.775
2175,Dahls Pils, 2006,2.225
2176,Dahls Pils, 2007,2.2199999999999998
2177,Dahls Pils, 2008,2.2
2178,Dahls Pils, 2009,2.5
2179,Dahls Pils, 2010,2.275
2180,Dahls Pils, 2011,2.209090909090909
2181,Dahls Pils, 2012,2.2600000000000002
2182,Dahls Pils, 2013,2.023076923076923
2183,Dahls Pils, 2014,2.233333333333333
2184,Dahls Pils, 2015,2.1142857142857143
2185,Dahls Pils, 2016,2.4
2186,Dahls Pils, 2017,1.7
2187,Dahls Pils, 2018,2.4333333333333336
2188,Dahls Pils, 2019,2.35
2189,Dashen Beer, 2009,1.7
2190,Dashen Beer, 2010,2.033333333333333
2191,Dashen Beer, 2011,1.7000000000000002
2192,Dashen Beer, 2012,2.4000000000000004
2193,Dashen Beer, 2013,1.8
2194,Dashen Beer, 2014,2.066666666666667
2195,Dashen Beer, 2015,2.2666666666666666
2196,Dashen Beer, 2016,1.3999999999999997
2197,Dashen Beer, 2017,2.3000000000000003
2198,Dashen Beer, 2018,1.25
2199,Dashen Beer, 2019,2.0
2200,Delphi, 2013,3.0
2201,Delphi, 2014,3.3599999999999994
2202,Delphi, 2015,3.0473684210526315
2203,Delphi, 2016,3.155555555555556
2204,Delphi, 2017,3.3899999999999997
2205,Delphi, 2018,3.0333333333333337
2206,Delphi, 2019,3.1
